ICD-9 code 1,ICD-9 code 2,Shared SNP associations,ICD-9 code 1 description,ICD-9 code 2 description,ICD-9 code category 1,ICD-9 code category 2
307.42,724.5,1,PERSISTENT DISORDER OF INITIATING OR MAINTAINING SLEEP,"BACKACHE, UNSPECIFIED",Other_Psychiatric_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
366.14,724.5,1,POSTERIOR SUBCAPSULAR POLAR SENILE CATARACT,"BACKACHE, UNSPECIFIED",Ent_and_Eye_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
307.42,362.01,1,PERSISTENT DISORDER OF INITIATING OR MAINTAINING SLEEP,BACKGROUND DIABETIC RETINOPATHY,Other_Psychiatric_Disorders,Ent_and_Eye_Disorders
550.9,724.5,1,"INGUINAL HERNIA WITHOUT MENTION OF OBSTRUCTION OR GANGRENE, UNILATERAL OR UNSPECIFIED, (NOT SPECIFIED AS RECURRENT)","BACKACHE, UNSPECIFIED",Digestive_System_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
250.4,427.69,1,"TYPE II OR UNSPECIFIED TYPE DIABETES MELLITUS WITH RENAL MANIFESTATIONS, NOT STATED AS UNCONTROLLED",OTHER PREMATURE BEATS,Endocrine_Disorders,Cardiovascular_Disorders
786.07,790.6,1,WHEEZING,OTHER ABNORMAL BLOOD CHEMISTRY,Cardiovascular_Disorders,Nonspecific_Abnormal_Findings
365.0,374.87,1,"PREGLAUCOMA, UNSPECIFIED",DERMATOCHALASIS,Ent_and_Eye_Disorders,Ent_and_Eye_Disorders
416.8,454.9,1,OTHER CHRONIC PULMONARY HEART DISEASES,ASYMPTOMATIC VARICOSE VEINS,Other_Cardiovascular_Disorders,Varicose_Veins_Haemorrhoids_and_Lymphatic_Disorders
269.2,454.8,1,UNSPECIFIED VITAMIN DEFICIENCY,VARICOSE VEINS OF LOWER EXTREMITIES WITH OTHER COMPLICATIONS,Nutritional_Disorders,Varicose_Veins_Haemorrhoids_and_Lymphatic_Disorders
725.0,733.01,1,POLYMYALGIA RHEUMATICA,SENILE OSTEOPOROSIS,Musculoskeletal_and_Connective_Tissue_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
728.71,786.07,1,PLANTAR FASCIAL FIBROMATOSIS,WHEEZING,Musculoskeletal_and_Connective_Tissue_Disorders,Cardiovascular_Disorders
327.23,562.1,1,OBSTRUCTIVE SLEEP APNEA (ADULT) (PEDIATRIC),DIVERTICULOSIS OF COLON (WITHOUT MENTION OF HEMORRHAGE),Neurological_Disorders,Other_Digestive_System_Disorders
251.1,412.0,1,OTHER SPECIFIED HYPOGLYCEMIA,OLD MYOCARDIAL INFARCTION,Other_Endocrine_Disorders,Cardiovascular_Disorders
251.1,414.8,1,OTHER SPECIFIED HYPOGLYCEMIA,OTHER SPECIFIED FORMS OF CHRONIC ISCHEMIC HEART DISEASE,Other_Endocrine_Disorders,Cardiovascular_Disorders
414.8,536.3,1,OTHER SPECIFIED FORMS OF CHRONIC ISCHEMIC HEART DISEASE,GASTROPARESIS,Cardiovascular_Disorders,Digestive_System_Disorders
459.81,780.79,1,UNSPECIFIED VENOUS (PERIPHERAL) INSUFFICIENCY,OTHER MALAISE AND FATIGUE,Other_Cardiovascular_Disorders,Neurological_Disorders
250.0,789.09,2,"TYPE II OR UNSPECIFIED TYPE DIABETES MELLITUS WITHOUT MENTION OF COMPLICATION, NOT STATED AS UNCONTROLLED","ABDOMINAL  PAIN, OTHER SPECIFIED SITE",Endocrine_Disorders,Other_Digestive_System_Disorders
441.2,787.1,1,THORACIC ANEURYSM WITHOUT MENTION OF RUPTURE,HEARTBURN,Other_Cardiovascular_Disorders,Other_Digestive_System_Disorders
723.1,726.32,1,CERVICALGIA,LATERAL EPICONDYLITIS  OF ELBOW,Musculoskeletal_and_Connective_Tissue_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
690.1,723.1,1,"SEBORRHEIC DERMATITIS, UNSPECIFIED",CERVICALGIA,Other_Skin_and_Subcutaneous_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
276.8,786.6,1,HYPOPOTASSEMIA,"SWELLING, MASS, OR LUMP IN CHEST",Fluid_And_Electrolyte_Disorders,Cardiovascular_Disorders
607.84,786.6,1,IMPOTENCE OF ORGANIC ORIGIN,"SWELLING, MASS, OR LUMP IN CHEST",Genitourinary_Disorders,Cardiovascular_Disorders
268.9,466.0,2,UNSPECIFIED VITAMIN D DEFICIENCY,ACUTE BRONCHITIS,Late_Effects_of_Ricketts,Infectious_Disorders
173.3,703.8,1,UNSPECIFIED MALIGNANT NEOPLASM OF SKIN OF OTHER AND UNSPECIFIED PARTS OF FACE,OTHER SPECIFIED DISEASE OF NAIL,Neoplasms,Skin_and_Subcutaneous_Disorders
428.9,703.8,1,"HEART FAILURE, UNSPECIFIED",OTHER SPECIFIED DISEASE OF NAIL,Cardiovascular_Disorders,Skin_and_Subcutaneous_Disorders
427.0,427.31,1,PAROXYSMAL SUPRAVENTRICULAR TACHYCARDIA,ATRIAL FIBRILLATION,Cardiovascular_Disorders,Cardiovascular_Disorders
372.3,511.9,1,CONJUNCTIVITIS UNSPECIFIED,UNSPECIFIED PLEURAL EFFUSION,Ent_and_Eye_Disorders,Infectious_Disorders
437.0,786.2,1,CEREBRAL ATHEROSCLEROSIS,COUGH,Neurological_Disorders,Cardiovascular_Disorders
300.4,550.9,1,DYSTHYMIC DISORDER,"INGUINAL HERNIA WITHOUT MENTION OF OBSTRUCTION OR GANGRENE, UNILATERAL OR UNSPECIFIED, (NOT SPECIFIED AS RECURRENT)",Psychiatric_Disorders,Digestive_System_Disorders
781.2,782.1,1,ABNORMALITY OF GAIT,RASH AND OTHER NONSPECIFIC SKIN ERUPTION,Neurological_Disorders,Other_Skin_and_Subcutaneous_Disorders
79.99,719.43,1,"UNSPECIFIED VIRAL INFECTION, IN CONDITIONS CLASSIFIED ELSEWHERE AND OF UNSPECIFIED SITE","PAIN IN JOINT, FOREARM",Infectious_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
287.5,585.9,1,"THROMBOCYTOPENIA, UNSPECIFIED","CHRONIC KIDNEY DISEASE, UNSPECIFIED",Hematologic_Disorders,Genitourinary_Disorders
530.1,788.41,1,"ESOPHAGITIS, UNSPECIFIED",URINARY FREQUENCY,Digestive_System_Disorders,Other_Genitourinary_Disorders
287.5,357.4,1,"THROMBOCYTOPENIA, UNSPECIFIED",POLYNEUROPATHY IN OTHER DISEASES CLASSIFIED ELSEWHERE,Hematologic_Disorders,Neurological_Disorders
241.0,780.2,1,NONTOXIC UNINODULAR GOITER,SYNCOPE AND COLLAPSE,Endocrine_Disorders,Neurological_Disorders
250.4,727.03,1,"TYPE II OR UNSPECIFIED TYPE DIABETES MELLITUS WITH RENAL MANIFESTATIONS, NOT STATED AS UNCONTROLLED",TRIGGER FINGER (ACQUIRED),Endocrine_Disorders,Infectious_Disorders
309.0,725.0,1,ADJUSTMENT DISORDER WITH DEPRESSED MOOD,POLYMYALGIA RHEUMATICA,Psychiatric_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
424.1,725.0,1,AORTIC VALVE DISORDERS,POLYMYALGIA RHEUMATICA,Cardiovascular_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
273.1,618.01,1,MONOCLONAL PARAPROTEINEMIA,"CYSTOCELE, MIDLINE",Other_Nutritional_Disorders,Gynecological_Disorders
733.01,780.79,1,SENILE OSTEOPOROSIS,OTHER MALAISE AND FATIGUE,Musculoskeletal_and_Connective_Tissue_Disorders,Neurological_Disorders
706.2,787.1,1,SEBACEOUS CYST,HEARTBURN,Other_Skin_and_Subcutaneous_Disorders,Other_Digestive_System_Disorders
296.9,715.9,1,UNSPECIFIED EPISODIC MOOD DISORDER,"OSTEOARTHROSIS, UNSPECIFIED WHETHER GENERALIZED OR LOCALIZED, UNSPECIFIED SITE",Psychiatric_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
440.21,787.01,1,ATHEROSCLEROSIS OF NATIVE ARTERIES OF THE EXTREMITIES WITH INTERMITTENT CLAUDICATION,NAUSEA WITH VOMITING,Cardiovascular_Disorders,Other_Digestive_System_Disorders
211.3,722.1,1,BENIGN NEOPLASM OF COLON,DISPLACEMENT OF LUMBAR INTERVERTEBRAL DISC WITHOUT MYELOPATHY,Benign_Neoplasms,Musculoskeletal_and_Connective_Tissue_Disorders
493.92,562.1,1,"UNSPECIFIED ASTHMA, WITH EXACERBATION",DIVERTICULOSIS OF COLON (WITHOUT MENTION OF HEMORRHAGE),Respiratory_Disorders,Other_Digestive_System_Disorders
702.11,789.06,1,INFLAMED SEBORRHEIC KERATOSIS,"ABDOMINAL PAIN, EPIGASTRIC",Skin_and_Subcutaneous_Disorders,Other_Digestive_System_Disorders
477.9,786.9,1,"ALLERGIC RHINITIS, CAUSE UNSPECIFIED",OTHER SYMPTOMS INVOLVING RESPIRATORY SYSTEM AND CHEST,Ent_and_Eye_Disorders,Perinatal_Conditions
571.8,726.2,1,OTHER CHRONIC NONALCOHOLIC LIVER DISEASE,"OTHER AFFECTIONS OF SHOULDER REGION, NOT ELSEWHERE CLASSIFIED",Digestive_System_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
553.21,722.93,1,INCISIONAL HERNIA WITHOUT MENTION OF OBSTRUCTION OR GANGRENE,OTHER AND UNSPECIFIED DISC DISORDER OF LUMBAR REGION,Digestive_System_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
110.1,244.0,1,DERMATOPHYTOSIS OF NAIL,POSTSURGICAL HYPOTHYROIDISM,Infectious_Disorders,Endocrine_Disorders
578.9,592.1,1,"HEMORRHAGE OF GASTROINTESTINAL TRACT, UNSPECIFIED",CALCULUS OF URETER,Other_Digestive_System_Disorders,Genitourinary_Disorders
110.1,521.0,1,DERMATOPHYTOSIS OF NAIL,UNSPECIFIED DENTAL CARIES,Infectious_Disorders,Dental_Disorders
402.91,443.9,1,UNSPECIFIED HYPERTENSIVE HEART DISEASE WITH HEART FAILURE,"PERIPHERAL VASCULAR DISEASE, UNSPECIFIED",Cardiovascular_Disorders,Other_Cardiovascular_Disorders
451.19,709.2,1,PHLEBITIS AND THROMBOPHLEBITIS OF OTHER DEEP VESSELS OF LOWER EXTREMITIES,SCAR CONDITION AND FIBROSIS OF SKIN,Hematologic_Disorders,Other_Skin_and_Subcutaneous_Disorders
455.6,787.91,1,UNSPECIFIED HEMORRHOIDS WITHOUT MENTION OF COMPLICATION,DIARRHEA,Varicose_Veins_Haemorrhoids_and_Lymphatic_Disorders,Other_Digestive_System_Disorders
285.9,722.52,1,"ANEMIA, UNSPECIFIED",DEGENERATION OF LUMBAR OR LUMBOSACRAL INTERVERTEBRAL DISC,Hematologic_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
276.8,720.2,1,HYPOPOTASSEMIA,"SACROILIITIS, NOT ELSEWHERE CLASSIFIED",Fluid_And_Electrolyte_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
715.96,724.3,1,"OSTEOARTHROSIS, UNSPECIFIED WHETHER GENERALIZED OR LOCALIZED, LOWER LEG",SCIATICA,Musculoskeletal_and_Connective_Tissue_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
402.9,784.0,1,UNSPECIFIED HYPERTENSIVE HEART DISEASE WITHOUT HEART FAILURE,HEADACHE,Cardiovascular_Disorders,Neurological_Disorders
593.9,786.05,1,UNSPECIFIED DISORDER OF KIDNEY AND URETER,SHORTNESS OF BREATH,Genitourinary_Disorders,Cardiovascular_Disorders
413.9,786.07,1,OTHER AND UNSPECIFIED ANGINA PECTORIS,WHEEZING,Cardiovascular_Disorders,Cardiovascular_Disorders
533.9,725.0,1,"PEPTIC ULCER, UNSPECIFIED SITE, UNSPECIFIED AS ACUTE OR CHRONIC, WITHOUT MENTION OF HEMORRHAGE, PERFORATION, OR OBSTRUCTION",POLYMYALGIA RHEUMATICA,Digestive_System_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
427.32,427.89,1,ATRIAL FLUTTER,OTHER SPECIFIED CARDIAC DYSRHYTHMIAS,Cardiovascular_Disorders,Cardiovascular_Disorders
362.56,410.7,1,MACULAR PUCKERING OF RETINA,"ACUTE MYOCARDIAL INFARCTION, SUBENDOCARDIAL INFARCTION, EPISODE OF CARE UNSPECIFIED",Ent_and_Eye_Disorders,Cardiovascular_Disorders
721.0,724.2,1,CERVICAL SPONDYLOSIS WITHOUT MYELOPATHY,LUMBAGO,Musculoskeletal_and_Connective_Tissue_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
733.01,998.59,1,SENILE OSTEOPOROSIS,OTHER POSTOPERATIVE INFECTION,Musculoskeletal_and_Connective_Tissue_Disorders,Complications_from_a_Procedure_or_Device
112.1,492.8,1,CANDIDIASIS OF VULVA AND VAGINA,OTHER EMPHYSEMA,Infectious_Disorders,Respiratory_Disorders
412.0,530.81,1,OLD MYOCARDIAL INFARCTION,ESOPHAGEAL REFLUX,Cardiovascular_Disorders,Digestive_System_Disorders
434.91,530.81,1,UNSPECIFIED CEREBRAL ARTERY OCCLUSION WITH CEREBRAL INFARCTION,ESOPHAGEAL REFLUX,Neurological_Disorders,Digestive_System_Disorders
788.43,789.06,1,NOCTURIA,"ABDOMINAL PAIN, EPIGASTRIC",Other_Genitourinary_Disorders,Other_Digestive_System_Disorders
433.1,599.7,1,OCCLUSION AND STENOSIS OF CAROTID ARTERY WITHOUT MENTION OF CEREBRAL INFARCTION,"HEMATURIA, UNSPECIFIED",Neurological_Disorders,Genitourinary_Disorders
296.8,440.21,1,"BIPOLAR DISORDER, UNSPECIFIED",ATHEROSCLEROSIS OF NATIVE ARTERIES OF THE EXTREMITIES WITH INTERMITTENT CLAUDICATION,Psychiatric_Disorders,Cardiovascular_Disorders
296.8,593.2,1,"BIPOLAR DISORDER, UNSPECIFIED",ACQUIRED CYST OF KIDNEY,Psychiatric_Disorders,Genitourinary_Disorders
245.2,592.1,1,CHRONIC LYMPHOCYTIC THYROIDITIS,CALCULUS OF URETER,Endocrine_Disorders,Genitourinary_Disorders
375.15,521.0,1,"TEAR FILM INSUFFICIENCY, UNSPECIFIED",UNSPECIFIED DENTAL CARIES,Ent_and_Eye_Disorders,Dental_Disorders
110.1,455.6,1,DERMATOPHYTOSIS OF NAIL,UNSPECIFIED HEMORRHOIDS WITHOUT MENTION OF COMPLICATION,Infectious_Disorders,Varicose_Veins_Haemorrhoids_and_Lymphatic_Disorders
722.0,788.2,1,DISPLACEMENT OF CERVICAL INTERVERTEBRAL DISC WITHOUT MYELOPATHY,"RETENTION OF URINE, UNSPECIFIED",Musculoskeletal_and_Connective_Tissue_Disorders,Other_Genitourinary_Disorders
112.3,365.04,1,CANDIDIASIS OF SKIN AND NAILS,BORDERLINE GLAUCOMA WITH OCULAR HYPERTENSION,Infectious_Disorders,Ent_and_Eye_Disorders
300.01,441.4,1,PANIC DISORDER WITHOUT AGORAPHOBIA,ABDOMINAL ANEURYSM WITHOUT MENTION OF RUPTURE,Psychiatric_Disorders,Other_Cardiovascular_Disorders
428.3,726.1,1,UNSPECIFIED DIASTOLIC HEART FAILURE,"DISORDERS OF BURSAE AND TENDONS IN SHOULDER REGION, UNSPECIFIED",Cardiovascular_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
372.3,585.3,1,CONJUNCTIVITIS UNSPECIFIED,"CHRONIC KIDNEY DISEASE, STAGE III (MODERATE)",Ent_and_Eye_Disorders,Genitourinary_Disorders
428.9,690.1,1,"HEART FAILURE, UNSPECIFIED","SEBORRHEIC DERMATITIS, UNSPECIFIED",Cardiovascular_Disorders,Other_Skin_and_Subcutaneous_Disorders
726.32,780.52,1,LATERAL EPICONDYLITIS  OF ELBOW,"INSOMNIA, UNSPECIFIED",Musculoskeletal_and_Connective_Tissue_Disorders,Neurological_Disorders
726.32,796.2,1,LATERAL EPICONDYLITIS  OF ELBOW,ELEVATED BLOOD PRESSURE READING WITHOUT DIAGNOSIS OF HYPERTENSION,Musculoskeletal_and_Connective_Tissue_Disorders,Nonspecific_Abnormal_Findings
473.8,796.2,1,OTHER CHRONIC SINUSITIS,ELEVATED BLOOD PRESSURE READING WITHOUT DIAGNOSIS OF HYPERTENSION,Ent_and_Eye_Disorders,Nonspecific_Abnormal_Findings
416.8,789.03,1,OTHER CHRONIC PULMONARY HEART DISEASES,"ABDOMINAL PAIN, RIGHT LOWER QUADRANT",Other_Cardiovascular_Disorders,Other_Digestive_System_Disorders
607.84,780.4,1,IMPOTENCE OF ORGANIC ORIGIN,DIZZINESS AND GIDDINESS,Genitourinary_Disorders,Neurological_Disorders
327.23,780.2,1,OBSTRUCTIVE SLEEP APNEA (ADULT) (PEDIATRIC),SYNCOPE AND COLLAPSE,Neurological_Disorders,Neurological_Disorders
355.9,724.4,1,MONONEURITIS OF UNSPECIFIED SITE,"THORACIC OR LUMBOSACRAL NEURITIS OR RADICULITIS, UNSPECIFIED",Neurological_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
174.9,366.9,1,"MALIGNANT NEOPLASM OF BREAST (FEMALE), UNSPECIFIED SITE",UNSPECIFIED CATARACT,Neoplasms,Ent_and_Eye_Disorders
780.53,998.59,1,"HYPERSOMNIA WITH SLEEP APNEA, UNSPECIFIED",OTHER POSTOPERATIVE INFECTION,Neurological_Disorders,Complications_from_a_Procedure_or_Device
702.11,790.6,1,INFLAMED SEBORRHEIC KERATOSIS,OTHER ABNORMAL BLOOD CHEMISTRY,Skin_and_Subcutaneous_Disorders,Nonspecific_Abnormal_Findings
440.2,585.5,1,"ATHEROSCLEROSIS OF NATIVE ARTERIES OF THE EXTREMITIES, UNSPECIFIED","CHRONIC KIDNEY DISEASE, STAGE V",Cardiovascular_Disorders,Genitourinary_Disorders
216.9,722.83,1,"BENIGN NEOPLASM OF SKIN, SITE UNSPECIFIED","POSTLAMINECTOMY SYNDROME, LUMBAR REGION",Benign_Neoplasms,Musculoskeletal_and_Connective_Tissue_Disorders
414.9,782.3,1,"CHRONIC ISCHEMIC HEART DISEASE, UNSPECIFIED",EDEMA,Cardiovascular_Disorders,Other_Skin_and_Subcutaneous_Disorders
530.11,593.2,1,REFLUX ESOPHAGITIS,ACQUIRED CYST OF KIDNEY,Digestive_System_Disorders,Genitourinary_Disorders
578.9,592.0,1,"HEMORRHAGE OF GASTROINTESTINAL TRACT, UNSPECIFIED",CALCULUS OF KIDNEY,Other_Digestive_System_Disorders,Genitourinary_Disorders
110.1,593.9,1,DERMATOPHYTOSIS OF NAIL,UNSPECIFIED DISORDER OF KIDNEY AND URETER,Infectious_Disorders,Genitourinary_Disorders
402.9,695.3,1,UNSPECIFIED HYPERTENSIVE HEART DISEASE WITHOUT HEART FAILURE,ROSACEA,Cardiovascular_Disorders,Other_Skin_and_Subcutaneous_Disorders
346.0,784.0,1,"MIGRAINE WITH AURA, WITHOUT MENTION OF INTRACTABLE MIGRAINE WITHOUT MENTION OF STATUS MIGRAINOSUS",HEADACHE,Neurological_Disorders,Neurological_Disorders
327.23,462.0,1,OBSTRUCTIVE SLEEP APNEA (ADULT) (PEDIATRIC),ACUTE PHARYNGITIS,Neurological_Disorders,Infectious_Disorders
300.0,784.0,1,"ANXIETY STATE, UNSPECIFIED",HEADACHE,Psychiatric_Disorders,Neurological_Disorders
346.0,715.96,1,"MIGRAINE WITH AURA, WITHOUT MENTION OF INTRACTABLE MIGRAINE WITHOUT MENTION OF STATUS MIGRAINOSUS","OSTEOARTHROSIS, UNSPECIFIED WHETHER GENERALIZED OR LOCALIZED, LOWER LEG",Neurological_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
53.9,536.3,1,HERPES ZOSTER WITHOUT MENTION OF COMPLICATION,GASTROPARESIS,Infectious_Disorders,Digestive_System_Disorders
272.0,285.21,1,PURE HYPERCHOLESTEROLEMIA,ANEMIA IN CHRONIC KIDNEY DISEASE,Other_Nutritional_Disorders,Hematologic_Disorders
461.9,522.5,1,"ACUTE SINUSITIS, UNSPECIFIED",PERIAPICAL ABSCESS WITHOUT SINUS,Infectious_Disorders,Dental_Disorders
428.9,553.21,1,"HEART FAILURE, UNSPECIFIED",INCISIONAL HERNIA WITHOUT MENTION OF OBSTRUCTION OR GANGRENE,Cardiovascular_Disorders,Digestive_System_Disorders
701.9,780.52,1,UNSPECIFIED HYPERTROPHIC AND ATROPHIC CONDITION OF SKIN,"INSOMNIA, UNSPECIFIED",Skin_and_Subcutaneous_Disorders,Neurological_Disorders
533.9,998.59,1,"PEPTIC ULCER, UNSPECIFIED SITE, UNSPECIFIED AS ACUTE OR CHRONIC, WITHOUT MENTION OF HEMORRHAGE, PERFORATION, OR OBSTRUCTION",OTHER POSTOPERATIVE INFECTION,Digestive_System_Disorders,Complications_from_a_Procedure_or_Device
403.9,692.9,1,"UNSPECIFIED HYPERTENSIVE KIDNEY DISEASE WITH CHRONIC KIDNEY DISEASE STAGE I THROUGH STAGE IV, OR UNSPECIFIED","CONTACT DERMATITIS AND OTHER ECZEMA, DUE TO UNSPECIFIED CAUSE",Cardiovascular_Disorders,Other_Skin_and_Subcutaneous_Disorders
327.8,530.1,1,OTHER ORGANIC SLEEP DISORDERS,"ESOPHAGITIS, UNSPECIFIED",Neurological_Disorders,Digestive_System_Disorders
354.0,723.0,1,CARPAL TUNNEL SYNDROME,SPINAL STENOSIS IN CERVICAL REGION,Neurological_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
459.81,618.01,1,UNSPECIFIED VENOUS (PERIPHERAL) INSUFFICIENCY,"CYSTOCELE, MIDLINE",Other_Cardiovascular_Disorders,Gynecological_Disorders
434.91,454.9,1,UNSPECIFIED CEREBRAL ARTERY OCCLUSION WITH CEREBRAL INFARCTION,ASYMPTOMATIC VARICOSE VEINS,Neurological_Disorders,Varicose_Veins_Haemorrhoids_and_Lymphatic_Disorders
374.87,434.91,1,DERMATOCHALASIS,UNSPECIFIED CEREBRAL ARTERY OCCLUSION WITH CEREBRAL INFARCTION,Ent_and_Eye_Disorders,Neurological_Disorders
425.4,428.0,1,OTHER PRIMARY CARDIOMYOPATHIES,"CONGESTIVE HEART FAILURE, UNSPECIFIED",Cardiovascular_Disorders,Cardiovascular_Disorders
70.54,357.2,1,CHRONIC HEPATITIS C WITHOUT MENTION OF HEPATIC COMA,POLYNEUROPATHY IN DIABETES,Infectious_Disorders,Neurological_Disorders
374.87,412.0,1,DERMATOCHALASIS,OLD MYOCARDIAL INFARCTION,Ent_and_Eye_Disorders,Cardiovascular_Disorders
599.7,607.84,1,"HEMATURIA, UNSPECIFIED",IMPOTENCE OF ORGANIC ORIGIN,Genitourinary_Disorders,Genitourinary_Disorders
276.8,414.9,1,HYPOPOTASSEMIA,"CHRONIC ISCHEMIC HEART DISEASE, UNSPECIFIED",Fluid_And_Electrolyte_Disorders,Cardiovascular_Disorders
585.4,585.6,1,"CHRONIC KIDNEY DISEASE, STAGE IV (SEVERE)",END STAGE RENAL DISEASE,Genitourinary_Disorders,Genitourinary_Disorders
415.19,550.9,1,OTHER PULMONARY EMBOLISM AND INFARCTION,"INGUINAL HERNIA WITHOUT MENTION OF OBSTRUCTION OR GANGRENE, UNILATERAL OR UNSPECIFIED, (NOT SPECIFIED AS RECURRENT)",Hematologic_Disorders,Digestive_System_Disorders
238.2,242.0,2,NEOPLASM OF UNCERTAIN BEHAVIOR OF SKIN,TOXIC DIFFUSE GOITER WITHOUT MENTION OF THYROTOXIC CRISIS OR STORM,Neoplasms,Endocrine_Disorders
379.21,719.43,1,VITREOUS DEGENERATION,"PAIN IN JOINT, FOREARM",Ent_and_Eye_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
593.9,794.8,1,UNSPECIFIED DISORDER OF KIDNEY AND URETER,NONSPECIFIC ABNORMAL RESULTS OF LIVER FUNCTION STUDY,Genitourinary_Disorders,Nonspecific_Abnormal_Findings
592.0,715.95,1,CALCULUS OF KIDNEY,"OSTEOARTHROSIS, UNSPECIFIED WHETHER GENERALIZED OR LOCALIZED, PELVIC REGION AND THIGH",Genitourinary_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
250.6,424.9,1,"TYPE II OR UNSPECIFIED TYPE DIABETES MELLITUS WITH NEUROLOGICAL MANIFESTATIONS, NOT STATED AS UNCONTROLLED","ENDOCARDITIS, VALVE UNSPECIFIED, UNSPECIFIED CAUSE",Endocrine_Disorders,Cardiovascular_Disorders
692.6,789.04,1,CONTACT DERMATITIS AND OTHER ECZEMA DUE TO PLANTS (EXCEPT FOOD),"ABDOMINAL PAIN, LEFT LOWER QUADRANT",Other_Skin_and_Subcutaneous_Disorders,Other_Digestive_System_Disorders
389.9,702.19,1,UNSPECIFIED HEARING LOSS,OTHER SEBORRHEIC KERATOSIS,Ent_and_Eye_Disorders,Skin_and_Subcutaneous_Disorders
715.16,733.09,1,"PRIMARY LOCALIZED OSTEOARTHROSIS, LOWER LEG",OTHER OSTEOPOROSIS,Musculoskeletal_and_Connective_Tissue_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
333.1,733.09,1,ESSENTIAL AND OTHER SPECIFIED FORMS OF TREMOR,OTHER OSTEOPOROSIS,Neurological_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
695.3,725.0,1,ROSACEA,POLYMYALGIA RHEUMATICA,Other_Skin_and_Subcutaneous_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
427.89,726.1,1,OTHER SPECIFIED CARDIAC DYSRHYTHMIAS,"DISORDERS OF BURSAE AND TENDONS IN SHOULDER REGION, UNSPECIFIED",Cardiovascular_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
78.1,787.91,1,"VIRAL WARTS, UNSPECIFIED",DIARRHEA,Infectious_Disorders,Other_Digestive_System_Disorders
536.3,729.3,1,GASTROPARESIS,"PANNICULITIS, UNSPECIFIED SITE",Digestive_System_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
787.91,789.0,1,DIARRHEA,"ABDOMINAL PAIN, UNSPECIFIED SITE",Other_Digestive_System_Disorders,Other_Digestive_System_Disorders
244.0,719.46,1,POSTSURGICAL HYPOTHYROIDISM,"PAIN IN JOINT, LOWER LEG",Endocrine_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
472.0,701.9,1,CHRONIC RHINITIS,UNSPECIFIED HYPERTROPHIC AND ATROPHIC CONDITION OF SKIN,Ent_and_Eye_Disorders,Skin_and_Subcutaneous_Disorders
272.4,719.46,3,OTHER AND UNSPECIFIED HYPERLIPIDEMIA,"PAIN IN JOINT, LOWER LEG",Other_Nutritional_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
327.8,462.0,1,OTHER ORGANIC SLEEP DISORDERS,ACUTE PHARYNGITIS,Neurological_Disorders,Infectious_Disorders
285.1,726.5,1,ACUTE POSTHEMORRHAGIC ANEMIA,ENTHESOPATHY OF HIP REGION,Hematologic_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
722.9,786.9,1,OTHER AND UNSPECIFIED DISC DISORDER OF UNSPECIFIED REGION,OTHER SYMPTOMS INVOLVING RESPIRATORY SYSTEM AND CHEST,Musculoskeletal_and_Connective_Tissue_Disorders,Perinatal_Conditions
434.91,466.0,1,UNSPECIFIED CEREBRAL ARTERY OCCLUSION WITH CEREBRAL INFARCTION,ACUTE BRONCHITIS,Neurological_Disorders,Infectious_Disorders
427.69,733.13,1,OTHER PREMATURE BEATS,PATHOLOGIC FRACTURE OF VERTEBRAE,Cardiovascular_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
425.4,733.13,1,OTHER PRIMARY CARDIOMYOPATHIES,PATHOLOGIC FRACTURE OF VERTEBRAE,Cardiovascular_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
